EU491444.1			EU491444.1.1-1495_Uncultured_bacterium_clone_P0X4b3C08_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seafloor_lavas_from_Hawaii_South_Point_X4.0.01481401
JX227503.1			JX227503.1.1503_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00000024
JX227503.1			JX227503.1.1-1500_Uncultured_bacterium_clone_SCB31_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00569143
KC238323.1			KC238323.1.1500_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00646076
KT906698.1			KT906698.1.1530_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00132966
KT906698.1			KT906698.1.1-1530_Uncultured_bacterium_clone_A1s112_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment.0.00616521
KX097256.1			KX097256.1.1500_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00959992
HQ727617.1	#f2faad.#f2faad.#c46935	Oil spill.Oil spill.Soil	HQ727617.1.1-1503_Uncultured_gamma_proteobacterium_clone_BC_CK682_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Gammaproteobacteria_bacterium	petroleum-contaminated_soils.0.00231416
HQ397438.1	#f2faad.#c46935	Oil spill.Soil	HQ397438.1.1-1504_Uncultured_bacterium_clone_HSS80_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	saline_soil_from_Gujarat_coast.0.00696584
KC682685.1			KC682685.1.1506_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00591667
JX226980.1			JX226980.1.1503_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00398493
JX227621.1			JX227621.1.1520_BacteriaProteobacteriaGammaproteobacteriaATs259uncultured_bacterium.0.00080987
JX227621.1			JX227621.1.1520_BacteriaProteobacteriaGammaproteobacteriaATs259uncultured_bacterium	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00539591
FN553457.1	#eb1f59	Hydrotermal vent	FN553457.1.1-1499_Uncultured_sediment_bacterium_16S_rRNA_gene_clone_251-17	uncultured_sediment_bacterium	Logatchev_hydrothermal_vent_fieldoceanic_sediment_watercolumn_depth_3034_m_sediment_depth_0-1_cm.0.00203155
LR633967.1	#b3b1b0	Marine sediments	LR633967.1.845855-847391_uncultured_Woeseiaceae_bacterium_isolate_gfbio.sag-sample-m06.053724c1-46a9-4a36-b237-ea2bf867836b_genome_assembly_chromosome._1	uncultured_Woeseiaceae_bacterium	marine_sediment	LR633967.1_1076119.0.00000000
LR633967.1	#b3b1b0	Marine sediments	LR633967.1.845856-847391_uncultured_Woeseiaceae_bacterium_isolate_gfbio.sag-sample-m06.053724c1-46a9-4a36-b237-ea2bf867836b_genome_assembly_chromosome._1	uncultured_Woeseiaceae_bacterium	marine_sediment	LR633967.1.1076119.0.00000000
EU491351.1			EU491351.1.1499_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00409492
EU491366.1			EU491366.1.1-1493_Uncultured_bacterium_clone_P0X3b1B11_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seafloor_lavas_from_Hawaii_South_Point_X3.0.00808407
AM997654.1			AM997654.1.1-1499_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucp15553	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanCape_Basin	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00135743
EU287094.1			EU287094.1.1-1499_Uncultured_bacterium_clone_P13-1_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	arctic_surface_sediment.0.00000024
FJ712441.1			FJ712441.1.1-1499_Uncultured_bacterium_clone_KZNMV-0-B59_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Kazan_Mud_Volcano_Anaximander_Mountains_East_Mediterranean_Sea.0.00135561
KC682577.1	#eb1f59	Hydrotermal vent	KC682577.1.1-1501_Uncultured_bacterium_clone_ABEba_LR2G4_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	outer_rim_of_a_basalt_ABE_vent_field_Lau_Basin.0.00135646
JX227378.1			JX227378.1.1-1499_Uncultured_bacterium_clone_SAB101_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean.0.00000024
JX227174.1	#b3b1b0	Marine sediments	JX227174.1.1-1500_Uncultured_bacterium_clone_NCB137_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.01297938
JX227102.1	#b3b1b0	Marine sediments	JX227102.1.1504_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium	uncultured_bacterium	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00067693
AM997728.1			AM997728.1.1-1499_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucs15322	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanCape_Basin.0.00067790
AM997824.1			AM997824.1.1-1500_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15563	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00000024
AM997916.1			AM997916.1.1-1499_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucc1555	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00203531
AM997477.1			AM997477.1.1-1499_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ulrdd_11	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00067824
EU287011.1			EU287011.1.1-1499_Uncultured_bacterium_clone_B78-47_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	arctic_surface_sediment.0.00067824
JQ580194.1	#f2faad	Oil spill	JQ580194.1.1-1498_Uncultured_gamma_proteobacterium_clone_RII-OX107_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Gammaproteobacteria_bacterium	sediments_from_Rodas_Beach_polluted_with_crude_oil.0.00993084
KM823722.1			KM823722.1.1531_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00000024
KM823722.1	#50c0cf.#b3b1b0	Freshwater.Freshwater sediments	KM823722.1.1531_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium	uncultured_bacterium	river_sediment.0.00636962
JF344137.1	#b3b1b0.#f2faad	Marine sediments.Oil spill	JF344137.1.1-1497_Uncultured_gamma_proteobacterium_clone_PET-013_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Gammaproteobacteria_bacterium	petroleum_spot_over_marine_sediments_from_figueiras_beach.0.00071593
JF344166.1			JF344166.1.1497_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium.0.00961378
JF344223.1	#b3b1b0.#f2faad	Marine sediments.Oil spill	JF344223.1.1-1497_Uncultured_gamma_proteobacterium_clone_PET-099_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Gammaproteobacteria_bacterium	petroleum_spot_over_marine_sediments_from_figueiras_beach.0.00209189
DQ015790.1			DQ015790.1.1501_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00444088
CP016268.1			CP016268.790030.791574_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiaWoeseia_oceani	sediment	type_strain_of_Woeseia_oceani	CP016268.1_4059892.0.00000000
NR_147719.1			NR_147719.1.1-1473_Woeseia_oceani_strain_XK5_16S_ribosomal_RNA_partial_sequence	Woeseia_oceani	sediment	type_strain_of_Woeseia_oceani.0.00137962
NR_147719.1			NR_147719.1.1-1476_Woeseia_oceani_strain_XK5_16S_ribosomal_RNA_partial_sequence	Woeseia_oceani	sediment	type_strain_of_Woeseia_oceani.0.00137612
CP016268.1			CP016268.1.790036-791570_Woeseia_oceani_strain_XK5_chromosome_complete_genome	Woeseia_oceani	sediment	type_strain_of_Woeseia_oceani	CP016268.1.4059892.0.00000000
JX227697.1			JX227697.1.1-1502_Uncultured_bacterium_clone_SCB225_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00408701
JX227692.1			JX227692.1.1-1501_Uncultured_bacterium_clone_SCB220_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00304842
JX227429.1			JX227429.1.1-1501_Uncultured_bacterium_clone_SBB34_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone.0.00575151
HQ674490.1			HQ674490.1.1-1512_Uncultured_bacterium_clone_F9P262000_S_J12_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Northeast_subarctic_Pacific_Ocean_Station_P26_2000m_depth	Northeast_subarctic_Pacific_Ocean_Station_P26_1000m_depth.0.00201424
DQ396093.1	#e39cb2	Marine coral	DQ396093.1.1-1545_Uncultured_organism_clone_ctg_NISA258_16S_ribosomal_RNA_gene_partial_sequence	uncultured_organism	deep-sea_octacoral.0.00404200
HQ673558.1			HQ673558.1.1-1512_Uncultured_bacterium_clone_F9P41300_P02_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Northeast_subarctic_Pacific_Ocean_Station_P4_1300m_depth.0.00440646
KX427687.1			KX427687.1.1516_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.01179390
AACY020075636.1			AACY020075636.150.1670_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiamarine_metagenome.0.01224996
AM882523.1			AM882523.1.1498_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium.0.01903190
DQ811838.1			DQ811838.1.1530_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium.0.01690606
JN977306.1			JN977306.1.1534_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium	uncultured_bacterium	Jiaozhao_Bay_sediment.0.00203403
JN977306.1			JN977306.1.1-1534_Uncultured_bacterium_clone_A5-089_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Jiaozhao_Bay_sediment.0.00469093
JN166335.1			JN166335.1.1499_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_marine_microorganism.0.00835364
KT880430.1	#fba276	Marine sponge	KT880430.1.1498_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	marine_sponge	Hymeniacidon_heliophila.0.01360227
EF208680.1			EF208680.1.1500_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00641826
KM018912.1			KM018912.1.1498_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_proteobacterium.0.00674491
JX504273.1	#f7f1e3	Oolitic sand	JX504273.1.1-1531_Uncultured_bacterium_clone_bac24c_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	oolitic_sand.0.00585622
KC009935.1			KC009935.1.1488_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium.0.01931886
EU491361.1			EU491361.1.1-1495_Uncultured_bacterium_clone_P0X3b5G10_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	seafloor_lavas_from_Hawaii_South_Point_X3.0.00890930
JX227523.1			JX227523.1.1-1498_Uncultured_bacterium_clone_SCB51_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00544730
AM997854.1			AM997854.1.1497_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_deepsea_bacterium.0.00203813
AM997871.1			AM997871.1.1-1497_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15572	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00891521
EU491197.1			EU491197.1.1499_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00958360
AY375060.1	#b3b1b0	Marine sediments	AY375060.1.1-1497_Uncultured_bacterium_clone_B185_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	deep_sea_sediment.0.00000000
JX241013.1	#f2faad.#c46935	Oil spill.Soil	JX241013.1.1518_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	coastal_soil.0.00060395
JX241013.1	#f2faad.#c46935	Oil spill.Soil	JX241013.1.1-1518_Uncultured_gamma_proteobacterium_clone_ONGS221_16S_ribosomal_RNA_gene_partial_sequence	uncultured_Gammaproteobacteria_bacterium	coastal_soil.0.00768273
JX227691.1			JX227691.1.1-1513_Uncultured_bacterium_clone_SCB219_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00201622
JX227291.1			JX227291.1.1-1508_Uncultured_bacterium_clone_SAB14_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean.0.00067256
JX227293.1			JX227293.1.1-1512_Uncultured_bacterium_clone_SAB16_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean.0.00201570
AM997292.1			AM997292.1.1-1512_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucm1568	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00642332
AM997398.1			AM997398.1.1-1512_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucm15683	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00134331
JX227262.1	#b3b1b0	Marine sediments	JX227262.1.1-1514_Uncultured_bacterium_clone_NCB225_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00201295
AM997424.1			AM997424.1.1-1512_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucn1568	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00644221
AM997792.1			AM997792.1.1-1512_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15682	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00354048
JX227328.1			JX227328.1.1-1512_Uncultured_bacterium_clone_SAB51_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean.0.00096944
AB015576.1	#b3b1b0	Marine sediments	AB015576.1.1-1512_Uncultured_gamma_proteobacterium_gene_for_16S_ribosomal_RNA_partial_sequence_clone._BD6-6	uncultured_Gammaproteobacteria_bacterium	deep-sea_sediments_from_different_depths.0.01198865
AB694230.1	#b3b1b0	Marine sediments	AB694230.1.2-1513_Uncultured_bacterium_16S_rRNA_partial_sequence_clone._OTU024_Common_Clone01	uncultured_bacterium	Deep-sea_sediment_with_and_without_a_xenophyophore_at_a_depth_7111m..0.00268959
JF268356.1	#a6ccd3	Deep-sea cold seep carbonates	JF268356.1.1-1512_Uncultured_bacterium_clone_New_Zealand_cold_seep_clone_NZ_309_Bac26_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Hikurangi_margin_Wairarapa_-_Takahae_station_309_SO191_3_309.0.00000024
GQ246393.1			GQ246393.1.1-1513_Uncultured_bacterium_clone_Cm1-56_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	North_Yellow_Sea_sediments.0.00470796
AB015548.1	#b3b1b0	Marine sediments	AB015548.1.1-1513_Uncultured_gamma_proteobacterium_gene_for_16S_ribosomal_RNA_partial_sequence_clone._BD3-6	uncultured_Gammaproteobacteria_bacterium	deep-sea_sediments_from_different_depths.0.00067246
AB015571.1	#b3b1b0	Marine sediments	AB015571.1.1516_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_gamma_proteobacterium	uncultured_Gammaproteobacteria_bacterium	deep-sea_sediments_from_different_depths.0.00403554
AM997308.1			AM997308.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucm1572	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00067111
AM997859.1	#b3b1b0	Marine sediments	AM997859.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15697	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin	uncultured_bacterium	arctic_surface_sediment	nodule_collected_from_station_X1_seamount_in_the_Pacific_Ocean	sediment_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin	nodule_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone.0.00000000
JX226938.1	#b3b1b0	Marine sediments	JX226938.1.1-1515_Uncultured_bacterium_clone_NBB134_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00000000
JX227178.1	#b3b1b0	Marine sediments	JX227178.1.1-1514_Uncultured_bacterium_clone_NCB141_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00201250
JX227491.1			JX227491.1.1-1514_Uncultured_bacterium_clone_SCB19_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00335883
JX226938.1	#b3b1b0	Marine sediments	JX226938.1.1-1515_Uncultured_bacterium_clone_NBB134_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00000000
AM997876.1			AM997876.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15724	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00067070
FN553480.1	#eb1f59	Hydrotermal vent	FN553480.1.3-1515_Uncultured_sediment_bacterium_16S_rRNA_gene_clone_251-41	uncultured_sediment_bacterium	Logatchev_hydrothermal_vent_fieldoceanic_sediment_watercolumn_depth_3034_m_sediment_depth_0-1_cm.0.00067076
AM997973.1			AM997973.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucc15692	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00201410
AM997365.1			AM997365.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucm15672	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin.0.00201336
JX227676.1			JX227676.1.1-1514_Uncultured_bacterium_clone_SCB204_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	sediment_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00067019
JX226939.1	#b3b1b0	Marine sediments	JX226939.1.1-1515_Uncultured_bacterium_clone_NBB135_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone.0.00201100
AM997856.1	#b3b1b0	Marine sediments	AM997856.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucb15696	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin	uncultured_bacterium	sediment_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	sediment_collected_from_station_X1_seamount_in_the_Pacific_Ocean	Atlantic_Ocean.South-Atlantic_OceanAngola_Basin	arctic_surface_sediment	nodule_collected_from_station_WS0904_in_the_Clarion-Clipperton_Fracture_Zone	nodule_collected_from_station_X1_seamount_in_the_Pacific_Ocean.0.00067066
AM997939.1			AM997939.1.1-1513_Uncultured_deep-sea_bacterium_16S_rRNA_gene_clone_Ucc1568	uncultured_deep-sea_bacterium	Atlantic_Ocean.South-Atlantic_OceanGuinea_Basin.0.00134312
JX227242.1	#b3b1b0	Marine sediments	JX227242.1.1-1515_Uncultured_bacterium_clone_NCB205_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	nodule_collected_from_station_WS0902_in_the_Clarion-Clipperton_Fracture_Zone.0.00134137
KF741535.1			KF741535.1.1514_BacteriaProteobacteriaGammaproteobacteriaSteroidobacteralesWoeseiaceaeWoeseiauncultured_bacterium.0.00000024
KF741535.1	#3b7524	Salt marsh	KF741535.1.1-1514_Uncultured_bacterium_clone_SIP12C_10A_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Talbert_salt_marsh_sediment.0.00563449
JN977175.1			JN977175.1.1-1533_Uncultured_bacterium_clone_A0-039_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	Jiaozhao_Bay_sediment.0.00272361
KC631446.1			KC631446.1.1-1532_Uncultured_bacterium_clone_YF1_B27_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	marine_finfish_aquaculture_farm_sediment.0.00000024
FJ545462.1			FJ545462.1.1-1532_Uncultured_bacterium_clone_S1-32_16S_ribosomal_RNA_gene_partial_sequence	uncultured_bacterium	North_Yellow_Sea_sediment.0.00135757
