2198_scaffold11,57989,f19Z57989_1_13878_14642_-_gene_type=bacteria	2752ce99f2ecebecfa0c90e634a90149	254	Pfam	PF00596	Class II Aldolase and Adducin N-terminal domain	21	200	1.1E-31	T	28-03-2024	IPR001303	Class II aldolase/adducin N-terminal
35_scaffold7,63419,f4Z63419_1_30939_32063_-_gene_type=bacteria	266f35004cbb52592ef649a373a88f1f	374	Pfam	PF00483	Nucleotidyl transferase	2	246	4.1E-48	T	28-03-2024	IPR005835	Nucleotidyl transferase domain
35_scaffold7,63419,f4Z63419_1_30939_32063_-_gene_type=bacteria	266f35004cbb52592ef649a373a88f1f	374	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	283	317	6.0E-4	T	28-03-2024	IPR001451	Hexapeptide repeat
980_scaffold37,18894,f44Z18894_1_2337_3131_+_gene_type=bacteria	508cb19c9175e0ce15e5d7737b4ef261	264	Pfam	PF03476	MOSC N-terminal beta barrel domain	3	115	1.2E-20	T	28-03-2024	IPR005303	Molybdenum cofactor sulfurase, middle domain
980_scaffold37,18894,f44Z18894_1_2337_3131_+_gene_type=bacteria	508cb19c9175e0ce15e5d7737b4ef261	264	Pfam	PF03473	MOSC domain	139	261	1.4E-13	T	28-03-2024	IPR005302	Molybdenum cofactor sulfurase, C-terminal
540_scaffold54,9001,f50Z9001_1_909_1121_-_gene_type=bacteria	e8cb24bba0a519d22d10fbb2416b14ab	70	Pfam	PF01197	Ribosomal protein L31	1	65	1.3E-28	T	28-03-2024	IPR002150	Large ribosomal subunit protein bL31 type A/B
1213_scaffold35,21691,f42Z21691_1_113_1330_-_gene_type=bacteria	71a6a6e0f9839e58860af267f1aed917	405	Pfam	PF13535	ATP-grasp domain	136	284	3.8E-24	T	28-03-2024	-	-
1213_scaffold35,21691,f42Z21691_1_113_1330_-_gene_type=bacteria	71a6a6e0f9839e58860af267f1aed917	405	Pfam	PF18603	L-amino acid ligase C-terminal domain 2	321	396	2.6E-9	T	28-03-2024	IPR040570	L-amino acid ligase, C-terminal domain 2
1704_scaffold17,52334,f12Z52334_1_1025_1240_+_gene_type=bacteria	d1336c91ceec607e14b3791157042daa	71	Pfam	PF01165	Ribosomal protein S21	3	55	3.0E-14	T	28-03-2024	IPR001911	Small ribosomal subunit protein bS21
2165_scaffold14,54957,f16Z54957_1_43660_44034_-_gene_type=bacteria	d610e6cb588ccd010cf58ac5766865e7	124	Pfam	PF08238	Sel1 repeat	21	54	1.2E-5	T	28-03-2024	IPR006597	Sel1-like repeat
2165_scaffold14,54957,f16Z54957_1_43660_44034_-_gene_type=bacteria	d610e6cb588ccd010cf58ac5766865e7	124	Pfam	PF08238	Sel1 repeat	10	19	3300.0	T	28-03-2024	IPR006597	Sel1-like repeat
2165_scaffold14,54957,f16Z54957_1_43660_44034_-_gene_type=bacteria	d610e6cb588ccd010cf58ac5766865e7	124	Pfam	PF08238	Sel1 repeat	56	90	3.5E-6	T	28-03-2024	IPR006597	Sel1-like repeat
2235_scaffold11,57989,f19Z57989_1_51279_51710_+_gene_type=bacteria	a51b1c72c356fe233d09cb043a7734af	143	Pfam	PF02416	mttA/Hcf106 family	4	33	0.0023	T	28-03-2024	IPR003369	Sec-independent protein translocase protein TatA/B/E
2168_scaffold14,54957,f16Z54957_1_46068_47249_-_gene_type=bacteria	86936a5363540dcb137968277a295520	393	Pfam	PF08442	ATP-grasp domain	3	204	1.1E-41	T	28-03-2024	IPR013650	ATP-grasp fold, succinyl-CoA synthetase-type
2168_scaffold14,54957,f16Z54957_1_46068_47249_-_gene_type=bacteria	86936a5363540dcb137968277a295520	393	Pfam	PF00549	CoA-ligase	263	365	4.7E-8	T	28-03-2024	IPR005811	ATP-citrate lyase/succinyl-CoA ligase
864_scaffold2,108351,f2Z108351_1_103351_103587_+_gene_type=bacteria	97db82c62baf61b1dec5504e1146bd20	78	Pfam	PF09360	Iron-binding zinc finger CDGSH type	9	40	3.3E-7	T	28-03-2024	IPR018967	Iron-binding zinc finger, CDGSH type
864_scaffold2,108351,f2Z108351_1_103351_103587_+_gene_type=bacteria	97db82c62baf61b1dec5504e1146bd20	78	Pfam	PF09360	Iron-binding zinc finger CDGSH type	52	76	3.0E-7	T	28-03-2024	IPR018967	Iron-binding zinc finger, CDGSH type
2265_scaffold12,57327,f6Z57327_1_27405_30908_-_gene_type=bacteria	090b4484ff06a927c0d7bf2183847884	1167	Pfam	PF06470	SMC proteins Flexible Hinge Domain	526	618	2.3E-4	T	28-03-2024	IPR010935	SMCs flexible hinge
2265_scaffold12,57327,f6Z57327_1_27405_30908_-_gene_type=bacteria	090b4484ff06a927c0d7bf2183847884	1167	Pfam	PF02463	RecF/RecN/SMC N terminal domain	3	1152	6.7E-61	T	28-03-2024	IPR003395	RecF/RecN/SMC, N-terminal
414_scaffold5,83408,f7Z83408_1_27256_28449_-_gene_type=bacteria	cae66278ddb61bf27e8a9ebcd1c42213	397	Pfam	PF10023	Putative aminopeptidase	23	343	2.5E-117	T	28-03-2024	IPR014553	Predicted aminopeptidase
1535_scaffold23,40247,f13Z40247_1_712_1719_-_gene_type=bacteria	4789f0ab1dd8beabf5e14d6c6ae3aeac	335	Pfam	PF03561	Allantoicase repeat	26	170	3.1E-46	T	28-03-2024	IPR015908	Allantoicase domain
1535_scaffold23,40247,f13Z40247_1_712_1719_-_gene_type=bacteria	4789f0ab1dd8beabf5e14d6c6ae3aeac	335	Pfam	PF03561	Allantoicase repeat	191	333	2.4E-45	T	28-03-2024	IPR015908	Allantoicase domain
2365_scaffold163,722,f298Z722_1_rc+scaffold154,783,f135Z783_1_4711_5259_-_gene_type=bacteria_partial=01	3628c7969d9cbca7e86f5f6c966279f2	182	Pfam	PF18074	Primosomal protein N C-terminal domain	84	178	7.4E-17	T	28-03-2024	IPR041236	Primosomal protein N, C-terminal domain
747_scaffold98,986,f196Z986_1_471_986_-_gene_type=bacteria_partial=01	1f1be2abefc8f96052b4cc96d923aa10	171	Pfam	PF00005	ABC transporter	8	96	2.6E-12	T	28-03-2024	IPR003439	ABC transporter-like, ATP-binding domain
1244_scaffold34,23042,f26Z23042_1_2767_3660_+_gene_type=bacteria	56c9d56754c4d74c26a0d77722072311	297	Pfam	PF00005	ABC transporter	74	224	3.8E-25	T	28-03-2024	IPR003439	ABC transporter-like, ATP-binding domain
141_scaffold8,62692,f10Z62692_1_10071_10562_+_gene_type=bacteria	9667856757059819f22873b8119d76a1	163	Pfam	PF11874	Domain of unknown function (DUF3394)	1	153	1.9E-33	T	28-03-2024	IPR021814	Protein of unknown function DUF3394
2163_scaffold14,54957,f16Z54957_1_39745_41709_-_gene_type=bacteria	a157a93ff75f1a83e3c24ef73fb8bf0d	654	Pfam	PF00501	AMP-binding enzyme	20	436	2.1E-62	T	28-03-2024	IPR000873	AMP-dependent synthetase/ligase domain
2261_scaffold12,57327,f6Z57327_1_20666_22615_+_gene_type=bacteria	97699d1c91f615f43e294c5d51ab1fbe	649	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	473	635	2.9E-17	T	28-03-2024	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
2261_scaffold12,57327,f6Z57327_1_20666_22615_+_gene_type=bacteria	97699d1c91f615f43e294c5d51ab1fbe	649	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	147	308	4.3E-14	T	28-03-2024	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
2290_scaffold187,582,f301Z582_1_129_386_+_gene_type=bacteria	581040b4b6ed80d7f99097a07d5e477c	85	Pfam	PF10048	Predicted integral membrane protein (DUF2282)	32	81	1.8E-20	T	28-03-2024	IPR018740	Protein of unknown function DUF2282, integral membrane
1426_scaffold27,31944,f21Z31944_1_1_552_-_gene_type=bacteria_partial=10	e43f844f380c17e9d80606411adeec7a	184	Pfam	PF02578	Multi-copper polyphenol oxidoreductase laccase	23	184	5.7E-54	T	28-03-2024	IPR003730	Multi-copper polyphenol oxidoreductase
2342_scaffold173,671,f115Z671_1+scaffold26,40308,f346z4819k4a0m100_f27Z35489_2_rc_26296_26745_+_gene_type=bacteria	fb900b19e28b24952d1790da92e631dc	149	Pfam	PF00075	RNase H	3	140	2.1E-48	T	28-03-2024	IPR002156	Ribonuclease H domain
1585_scaffold29,37756,f32Z27001k5a0m100_f134z10755_1_7745_8617_-_gene_type=bacteria	cc408e19c22f10094ada15220941ae22	290	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	96	287	6.4E-9	T	28-03-2024	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
438_scaffold5,83408,f7Z83408_1_50607_51683_-_gene_type=bacteria	3b0ca7b20d66019d6e803fc66e1ac4f1	358	Pfam	PF00175	Oxidoreductase NAD-binding domain	119	226	1.7E-11	T	28-03-2024	IPR001433	Oxidoreductase FAD/NAD(P)-binding
438_scaffold5,83408,f7Z83408_1_50607_51683_-_gene_type=bacteria	3b0ca7b20d66019d6e803fc66e1ac4f1	358	Pfam	PF00970	Oxidoreductase FAD-binding domain	9	103	3.5E-9	T	28-03-2024	IPR008333	Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain
438_scaffold5,83408,f7Z83408_1_50607_51683_-_gene_type=bacteria	3b0ca7b20d66019d6e803fc66e1ac4f1	358	Pfam	PF00111	2Fe-2S iron-sulfur cluster binding domain	273	347	5.4E-9	T	28-03-2024	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain
555_scaffold55,8826,f344Z8826_1_4722_5561_+_gene_type=bacteria	2add36209b7cefd69769ff09bb7a4ee7	279	Pfam	PF00459	Inositol monophosphatase family	23	260	4.2E-51	T	28-03-2024	IPR000760	Inositol monophosphatase-like
740_scaffold100,981,f345Z981_1_591_980_-_gene_type=bacteria_partial=01	79ed5fa5e81c84763fcf5adb61ce4e74	129	Pfam	PF00127	Copper binding proteins, plastocyanin/azurin family	26	129	2.1E-4	T	28-03-2024	IPR000923	Blue (type 1) copper domain
1851_scaffold21,50354,r211z6550k4a0m100_f23Z43804_2_39355_40305_-_gene_type=bacteria	24873065ecf18ab1e8965103af84f33c	316	Pfam	PF04069	Substrate binding domain of ABC-type glycine betaine transport system	24	305	3.9E-53	T	28-03-2024	IPR007210	ABC-type glycine betaine transport system, substrate-binding domain
1645_scaffold22,41043,f18Z41043_1_29336_30070_-_gene_type=bacteria	52b63b4e339e6bf2af4dbe6e44222cd7	244	Pfam	PF00106	short chain dehydrogenase	6	185	3.0E-42	T	28-03-2024	IPR002347	Short-chain dehydrogenase/reductase SDR
195_scaffold8,62692,f10Z62692_1_61319_62173_-_gene_type=bacteria	52aa339afc42096d3bb40fe5aa8ced09	284	Pfam	PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	153	277	0.29	T	28-03-2024	IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain
195_scaffold8,62692,f10Z62692_1_61319_62173_-_gene_type=bacteria	52aa339afc42096d3bb40fe5aa8ced09	284	Pfam	PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	3	132	0.23	T	28-03-2024	IPR004360	Glyoxalase/fosfomycin resistance/dioxygenase domain
1529_scaffold24,38852,f29Z38852_1_34745_37084_-_gene_type=bacteria	c464666534081389c51793647f0b1aa5	779	Pfam	PF01515	Phosphate acetyl/butaryl transferase	447	767	1.7E-84	T	28-03-2024	IPR002505	Phosphate acetyl/butaryl transferase
1529_scaffold24,38852,f29Z38852_1_34745_37084_-_gene_type=bacteria	c464666534081389c51793647f0b1aa5	779	Pfam	PF00390	Malic enzyme, N-terminal domain	37	169	1.1E-22	T	28-03-2024	IPR012301	Malic enzyme, N-terminal domain
1529_scaffold24,38852,f29Z38852_1_34745_37084_-_gene_type=bacteria	c464666534081389c51793647f0b1aa5	779	Pfam	PF03949	Malic enzyme, NAD binding domain	183	377	4.1E-18	T	28-03-2024	IPR012302	Malic enzyme, NAD-binding
2214_scaffold11,57989,f19Z57989_1_32842_33465_-_gene_type=bacteria	e94ec3704359da498189cff37c52ad81	207	Pfam	PF11748	Protein of unknown function (DUF3306)	21	123	5.8E-19	T	28-03-2024	IPR021735	Protein of unknown function DUF3306
1880_scaffold16,53131,f15Z53131_1_26522_27001_+_gene_type=bacteria	ed72a00277e447af592f5b38a9667f1b	159	Pfam	PF04608	Phosphatidylglycerophosphatase A	15	152	1.5E-37	T	28-03-2024	IPR007686	YutG/PgpA domain
842_scaffold2,108351,f2Z108351_1_81820_83511_-_gene_type=bacteria	e63fbccce783a19d065e4df532807d32	563	Pfam	PF00361	Proton-conducting membrane transporter	111	380	8.4E-37	T	28-03-2024	IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1953_scaffold20,47944,f22Z47944_1_2505_4577_-_gene_type=bacteria	7b996b3a5961e510ea8291ee49e12f83	690	Pfam	PF04348	LppC putative lipoprotein	67	643	1.6E-89	T	28-03-2024	IPR007443	Penicillin-binding protein activator LpoA
807_scaffold2,108351,f2Z108351_1_47636_48898_+_gene_type=bacteria	42563ae676302b3a9dcf03b436a63024	420	Pfam	PF04413	3-Deoxy-D-manno-octulosonic-acid transferase (kdotransferase)	32	209	6.2E-61	T	28-03-2024	IPR007507	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
807_scaffold2,108351,f2Z108351_1_47636_48898_+_gene_type=bacteria	42563ae676302b3a9dcf03b436a63024	420	Pfam	PF00534	Glycosyl transferases group 1	244	400	0.0022	T	28-03-2024	IPR001296	Glycosyl transferase, family 1
1276_scaffold36,21221,f34Z21221_1_7107_8276_-_gene_type=bacteria	5b32a719ae874e4fdc079c486fbbdfd8	389	Pfam	PF13407	Periplasmic binding protein domain	75	329	2.8E-55	T	28-03-2024	IPR025997	Periplasmic binding protein
2418_scaffold4,84182,f5Z84182_1_rc+scaffold79,2976,f351Z2976_1_34073_35269_-_gene_type=bacteria	690f378d5659b1c96b9011820886d3cb	398	Pfam	PF11799	impB/mucB/samB family C-terminal domain	239	345	7.5E-21	T	28-03-2024	IPR017961	DNA polymerase, Y-family, little finger domain
2418_scaffold4,84182,f5Z84182_1_rc+scaffold79,2976,f351Z2976_1_34073_35269_-_gene_type=bacteria	690f378d5659b1c96b9011820886d3cb	398	Pfam	PF00817	impB/mucB/samB family	5	152	6.4E-47	T	28-03-2024	IPR001126	UmuC domain
2418_scaffold4,84182,f5Z84182_1_rc+scaffold79,2976,f351Z2976_1_34073_35269_-_gene_type=bacteria	690f378d5659b1c96b9011820886d3cb	398	Pfam	PF11798	IMS family HHH motif	166	195	3.6E-6	T	28-03-2024	IPR024728	DNA polymerase type-Y, HhH motif
526_scaffold57,8425,f175Z8425_1_2234_3538_-_gene_type=bacteria	fd032f0eebbe170eea06a9d1cca5fcca	434	Pfam	PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	7	407	1.9E-120	T	28-03-2024	IPR001986	Enolpyruvate transferase domain
2140_scaffold14,54957,f16Z54957_1_20712_21521_-_gene_type=bacteria	ca3d057a09f8db6f0af251f589655e31	269	Pfam	PF03807	NADP oxidoreductase coenzyme F420-dependent	5	100	8.1E-16	T	28-03-2024	IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
2140_scaffold14,54957,f16Z54957_1_20712_21521_-_gene_type=bacteria	ca3d057a09f8db6f0af251f589655e31	269	Pfam	PF14748	Pyrroline-5-carboxylate reductase dimerisation	163	267	1.3E-33	T	28-03-2024	IPR029036	Pyrroline-5-carboxylate reductase, dimerisation domain
1892_scaffold16,53131,f15Z53131_1_38275_39549_+_gene_type=bacteria	e5240b8d8285ad04d2cdb3f8cd6afc54	424	Pfam	PF13393	Histidyl-tRNA synthetase	10	311	3.8E-47	T	28-03-2024	IPR041715	Class II Histidinyl-tRNA synthetase (HisRS)-like catalytic core domain
1892_scaffold16,53131,f15Z53131_1_38275_39549_+_gene_type=bacteria	e5240b8d8285ad04d2cdb3f8cd6afc54	424	Pfam	PF03129	Anticodon binding domain	328	417	7.5E-9	T	28-03-2024	IPR004154	Anticodon-binding
1830_scaffold21,50354,r211z6550k4a0m100_f23Z43804_2_21543_22037_-_gene_type=bacteria	f4fee482d66597d6f8b425425407406f	164	Pfam	PF03734	L,D-transpeptidase catalytic domain	7	162	1.1E-14	T	28-03-2024	IPR005490	L,D-transpeptidase catalytic domain
892_scaffold45,12301,f40Z12301_1_1220_1819_+_gene_type=bacteria	e89e0757faec686855436237c76a9f0b	199	Pfam	PF10399	Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal	2	40	5.3E-9	T	28-03-2024	IPR019470	Ubiquitinol-cytochrome C reductase, Fe-S subunit, TAT signal
892_scaffold45,12301,f40Z12301_1_1220_1819_+_gene_type=bacteria	e89e0757faec686855436237c76a9f0b	199	Pfam	PF00355	Rieske [2Fe-2S] domain	115	177	0.0032	T	28-03-2024	IPR017941	Rieske [2Fe-2S] iron-sulphur domain
227_scaffold10,60314,f17Z60314_1_23215_23499_-_gene_type=bacteria	dbe5d583c70fa12f554b0345e4fcb74a	94	Pfam	PF10544	T5orf172 domain	25	84	0.0013	T	28-03-2024	IPR018306	Bacteriophage T5, Orf172 DNA-binding
964_scaffold44,12837,f38Z12837_1_4507_5421_+_gene_type=bacteria	51ac4d5dd162af4535f88c345bde2733	304	Pfam	PF14267	Domain of unknown function (DUF4357)	239	289	2.6E-11	T	28-03-2024	IPR025579	Domain of unknown function DUF4357
1195_scaffold40,18303,f28Z18303_1_2762_5194_+_gene_type=bacteria	a1c7950cedb309b890aef305aacb5044	810	Pfam	PF01580	FtsK/SpoIIIE family	430	639	8.5E-69	T	28-03-2024	IPR002543	FtsK domain
1195_scaffold40,18303,f28Z18303_1_2762_5194_+_gene_type=bacteria	a1c7950cedb309b890aef305aacb5044	810	Pfam	PF13491	4TM region of DNA translocase FtsK/SpoIIIE	65	241	3.0E-36	T	28-03-2024	IPR025199	DNA translocase FtsK, 4TM region
1195_scaffold40,18303,f28Z18303_1_2762_5194_+_gene_type=bacteria	a1c7950cedb309b890aef305aacb5044	810	Pfam	PF09397	Ftsk gamma domain	744	804	8.5E-21	T	28-03-2024	IPR018541	FtsK gamma domain
1195_scaffold40,18303,f28Z18303_1_2762_5194_+_gene_type=bacteria	a1c7950cedb309b890aef305aacb5044	810	Pfam	PF17854	FtsK alpha domain	322	422	6.4E-27	T	28-03-2024	IPR041027	FtsK alpha domain
585_scaffold3,91002,f3Z91002_1_14225_15502_-_gene_type=bacteria	ffa98107803e42edf2e8036e7429e8f4	425	Pfam	PF00202	Aminotransferase class-III	31	393	2.1E-75	T	28-03-2024	IPR005814	Aminotransferase class-III
2192_scaffold11,57989,f19Z57989_1_7800_7982_-_gene_type=bacteria	6849b8f4045bd92506e81e29ee2e4802	60	Pfam	PF00005	ABC transporter	22	49	0.0012	T	28-03-2024	IPR003439	ABC transporter-like, ATP-binding domain
2441_scaffold4,84182,f5Z84182_1_rc+scaffold79,2976,f351Z2976_1_58490_59011_-_gene_type=bacteria	8f67e78ea83c51a8aace670677e91e97	173	Pfam	PF13412	Winged helix-turn-helix DNA-binding	24	71	1.2E-12	T	28-03-2024	-	-
2441_scaffold4,84182,f5Z84182_1_rc+scaffold79,2976,f351Z2976_1_58490_59011_-_gene_type=bacteria	8f67e78ea83c51a8aace670677e91e97	173	Pfam	PF01037	Lrp/AsnC ligand binding domain	92	164	8.4E-11	T	28-03-2024	IPR019887	Transcription regulator AsnC/Lrp, ligand binding domain
1189_scaffold38,18759,f39Z18759_1_17731_18615_-_gene_type=bacteria	bf256651fe2c8b5ced4446d5647a68e5	294	Pfam	PF00303	Thymidylate synthase	2	294	2.0E-81	T	28-03-2024	IPR023451	Thymidylate synthase/dCMP hydroxymethylase domain
1042_scaffold1,173253,f1Z173253_1_46901_47257_-_gene_type=bacteria	acc842ac3179a1cf307a5973a8aa5f8f	118	Pfam	PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	3	118	9.5E-31	T	28-03-2024	IPR005484	Large ribosomal subunit protein uL18
725_scaffold50,9873,f363Z9873_1_1963_2700_-_gene_type=bacteria	9bc8e7770b9aa705f27eba3624ae60cf	245	Pfam	PF03232	Ubiquinone biosynthesis protein COQ7	84	242	6.9E-45	T	28-03-2024	-	-
421_scaffold5,83408,f7Z83408_1_33789_34820_-_gene_type=bacteria	c2846d73c781ab38d8145099613c642d	343	Pfam	PF00814	tRNA N6-adenosine threonylcarbamoyltransferase	24	311	7.0E-94	T	28-03-2024	IPR000905	Gcp-like domain
1959_scaffold20,47944,f22Z47944_1_9938_11461_+_gene_type=bacteria	eda6346b8969e1390c3789ee03a454e8	507	Pfam	PF08245	Mur ligase middle domain	127	325	2.7E-48	T	28-03-2024	IPR013221	Mur ligase, central
1959_scaffold20,47944,f22Z47944_1_9938_11461_+_gene_type=bacteria	eda6346b8969e1390c3789ee03a454e8	507	Pfam	PF02875	Mur ligase family, glutamate ligase domain	347	433	2.4E-16	T	28-03-2024	IPR004101	Mur ligase, C-terminal
